Top Ranking															
	Market ALL (SET+mai)														
Rank By :	% Change														
Period :	Daily  10/01/2019 To 10/01/2019														
Rank	Symbol	Prior	High	Low	Close	% Change	AOM Volume (Shares)	AOM Value (Baht)	Total Volume (Shares)	Total Value (Baht)	Turnover Ratio (%)	Market Capital (Baht)	P/E* (Times)	P/BV* (Times)	Dividend Yield (%)
1385	CBG19C1906A	0.22	0.24	0.21	0.21	-4.55	"2,103,700.00"	"456,466.00"	"2,103,700.00"	"456,466.00"	1.75	"25,200,000.00"	-	-	-
1386	IRPC19C1905A	0.22	0.22	0.21	0.21	-4.55	"3,397,200.00"	"730,184.00"	"3,397,200.00"	"730,184.00"	2.83	"25,200,000.00"	-	-	-
1387	STA01C1904A	0.22	0.23	0.21	0.21	-4.55	"3,906,500.00"	"866,985.00"	"3,906,500.00"	"866,985.00"	7.81	"10,500,000.00"	-	-	-
1388	TMB01P1903A	0.44	0.42	0.42	0.42	-4.55	"64,200.00"	"26,964.00"	"64,200.00"	"26,964.00"	0.08	"31,907,400.00"	-	-	-
1389	UAC-W2	0.43	0.46	0.41	0.41	-4.65	"322,500.00"	"138,533.00"	"322,500.00"	"138,533.00"	0.48	"27,371,589.34"	-	-	-
1390	SST-W2	1.7	1.73	1.61	1.62	-4.71	"767,200.00"	"1,280,591.00"	"767,313.00"	"1,280,765.78"	2.53	"49,225,420.44"	-	-	-
1391	CBG28C1906A	0.21	0.21	0.19	0.2	-4.76	"2,731,800.00"	"529,552.00"	"2,731,800.00"	"529,552.00"	3.64	"15,000,000.00"	-	-	-
1392	TPI01C1906B	0.21	0.21	0.2	0.2	-4.76	"395,600.00"	"81,454.00"	"395,600.00"	"81,454.00"	0.71	"11,112,000.00"	-	-	-
1393	ESSO01C1906B	0.21	0.21	0.2	0.2	-4.76	"174,800.00"	"35,960.00"	"174,800.00"	"35,960.00"	0.28	"12,586,000.00"	-	-	-
1394	BGRI13C1904A	0.21	0.21	0.19	0.2	-4.76	"3,226,400.00"	"623,706.00"	"3,226,400.00"	"623,706.00"	2.69	"24,000,000.00"	-	-	-
1395	PTTE19P1903A	0.63	0.62	0.59	0.6	-4.76	"2,382,600.00"	"1,427,761.00"	"2,382,600.00"	"1,427,761.00"	1.99	"72,000,000.00"	-	-	-
1396	IVL28C1903A	0.21	0.24	0.2	0.2	-4.76	"3,543,500.00"	"772,189.00"	"3,543,500.00"	"772,189.00"	4.6	"15,400,000.00"	-	-	-
1397	TRUE-F	5.25	5	5	5	-4.76	"2,000.00"	"10,000.00"	"2,000.00"	"10,000.00"	0.52	"166,173,612,598.98"	10.76	1.17	0.62
1398	SAAM	1.66	1.67	1.56	1.58	-4.82	"20,829,000.00"	"33,652,238.00"	"20,829,107.00"	"33,652,410.88"	6.94	"474,000,000.00"	29.4	-	N/A
1399	SCB01P1904B	0.83	0.85	0.78	0.79	-4.82	"7,794,300.00"	"6,385,847.00"	"7,794,300.00"	"6,385,847.00"	13.96	"44,113,600.00"	-	-	-
1400	BGRI06C1903A	0.83	0.87	0.79	0.79	-4.82	"615,000.00"	"501,650.00"	"615,000.00"	"501,650.00"	1.03	"47,400,000.00"	-	-	-
1401	ORI-W1	0.62	0.62	0.59	0.59	-4.84	"2,665,000.00"	"1,596,869.00"	"2,665,000.00"	"1,596,869.00"	0.44	"359,817,981.15"	-	-	-
1402	MGT	1.86	1.86	1.77	1.77	-4.84	"10,900.00"	"19,351.00"	"10,900.00"	"19,351.00"	N/A	"708,000,000.00"	13.54	1.93	5.65
1403	TPIP13C1904A	0.41	0.41	0.39	0.39	-4.88	"4,922,700.00"	"2,000,541.00"	"4,922,700.00"	"2,000,541.00"	4.1	"46,800,000.00"	-	-	-
1404	S5001P1903H	0.6	0.64	0.54	0.57	-5	"160,413,700.00"	"95,812,025.00"	"160,413,700.00"	"95,812,025.00"	160.41	"57,000,000.00"	-	-	-
1405	SCB06C1903A	0.2	0.21	0.17	0.19	-5	"2,000,200.00"	"379,234.00"	"2,000,200.00"	"379,234.00"	3.33	"11,400,000.00"	-	-	-
1406	AOT13C1902A	0.2	0.2	0.18	0.19	-5	"10,739,400.00"	"2,062,288.00"	"10,739,400.00"	"2,062,288.00"	8.95	"22,800,000.00"	-	-	-
1407	KKP01C1902A	0.2	0.2	0.19	0.19	-5	"2,754,600.00"	"548,724.00"	"2,754,600.00"	"548,724.00"	3.53	"14,812,400.00"	-	-	-
1408	SIMAT-W3	0.2	0.19	0.19	0.19	-5	"3,300.00"	627	"3,300.00"	627	0.01	"7,184,141.49"	-	-	-
1409	BEAUTY	6.95	6.9	6.5	6.6	-5.04	"148,202,800.00"	"978,919,360.00"	"148,204,303.00"	"978,929,284.15"	4.93	"19,841,018,703.00"	15.48	16.05	6.2
1410	SCB19C1905A	0.39	0.4	0.36	0.37	-5.13	"1,754,400.00"	"673,094.00"	"1,754,400.00"	"673,094.00"	1.46	"44,400,000.00"	-	-	-
1411	PTG01P1902A	0.78	0.8	0.73	0.74	-5.13	"5,432,600.00"	"4,129,374.00"	"5,432,600.00"	"4,129,374.00"	13.52	"29,740,600.00"	-	-	-
1412	RJH	19.3	19.2	18.1	18.3	-5.18	"2,373,300.00"	"43,595,340.00"	"2,373,328.00"	"43,595,861.40"	0.79	"5,490,000,000.00"	22.82	4.44	3.01
1413	TOA01C1907A	0.38	0.37	0.36	0.36	-5.26	"688,400.00"	"250,099.00"	"688,400.00"	"250,099.00"	1.14	"21,769,200.00"	-	-	-
1414	SUPE19C1906A	0.19	0.18	0.18	0.18	-5.26	"1,614,400.00"	"290,592.00"	"1,614,400.00"	"290,592.00"	1.35	"21,600,000.00"	-	-	-
1415	GGC13C1905A	0.19	0.19	0.18	0.18	-5.26	"571,600.00"	"104,043.00"	"571,600.00"	"104,043.00"	0.48	"21,600,000.00"	-	-	-
1416	CKP01C1906B	0.19	0.19	0.17	0.18	-5.26	"4,200,800.00"	"758,140.00"	"4,200,800.00"	"758,140.00"	5.92	"12,780,000.00"	-	-	-
1417	ORI19C1905A	0.38	0.37	0.34	0.36	-5.26	"1,739,800.00"	"621,181.00"	"1,739,800.00"	"621,181.00"	1.45	"43,200,000.00"	-	-	-
1418	BBL24C1907A	0.19	0.18	0.18	0.18	-5.26	"50,000.00"	"9,000.00"	"50,000.00"	"9,000.00"	0.1	"9,000,000.00"	-	-	-
1419	BGRI27C1905A	0.19	0.19	0.18	0.18	-5.26	"870,000.00"	"161,400.00"	"870,000.00"	"161,400.00"	1.74	"9,000,000.00"	-	-	-
1420	PTT01P1904B	0.57	0.56	0.54	0.54	-5.26	"8,143,000.00"	"4,480,436.00"	"8,143,000.00"	"4,480,436.00"	9.87	"44,555,400.00"	-	-	-
1421	EMC-W6 <C >	0.19	0.18	0.17	0.18	-5.26	"1,038,000.00"	"186,830.00"	"1,038,010.00"	"186,831.10"	0.02	"759,014,440.56"	-	-	-
1422	PTT13P1906A	0.37	0.38	0.35	0.35	-5.41	"12,103,700.00"	"4,410,449.00"	"12,103,700.00"	"4,410,449.00"	10.09	"42,000,000.00"	-	-	-
1423	GPSC13C1904A	0.37	0.35	0.33	0.35	-5.41	"11,107,800.00"	"3,806,256.00"	"11,107,800.00"	"3,806,256.00"	9.26	"42,000,000.00"	-	-	-
1424	MINT42P1904A	0.37	0.36	0.33	0.35	-5.41	"1,848,700.00"	"636,712.00"	"1,848,700.00"	"636,712.00"	3.08	"21,000,000.00"	-	-	-
1425	GULF01C1906A	0.91	0.93	0.84	0.86	-5.49	"9,628,200.00"	"8,566,666.00"	"9,628,200.00"	"8,566,666.00"	9.63	"86,000,000.00"	-	-	-
1426	CENT01P1903A	0.36	0.36	0.33	0.34	-5.56	"3,894,500.00"	"1,336,552.00"	"3,894,500.00"	"1,336,552.00"	8.43	"15,714,800.00"	-	-	-
1427	APURE-W2	0.18	0.2	0.17	0.17	-5.56	"1,993,800.00"	"378,535.00"	"1,993,950.00"	"378,563.00"	2.08	"16,290,482.05"	-	-	-
1428	BCPG11C1910A	0.35	0.35	0.33	0.33	-5.71	"1,680,000.00"	"580,800.00"	"1,680,000.00"	"580,800.00"	4.59	"12,078,000.00"	-	-	-
1429	IVL08C1905A	0.35	0.36	0.32	0.33	-5.71	"2,092,600.00"	"721,976.00"	"2,092,600.00"	"721,976.00"	2.62	"26,400,000.00"	-	-	-
1430	ORI28C1904A	0.35	0.35	0.32	0.33	-5.71	"1,227,500.00"	"414,691.00"	"1,227,500.00"	"414,691.00"	1.36	"29,700,000.00"	-	-	-
1431	SAWA19C1903A	0.35	0.35	0.33	0.33	-5.71	"1,004,000.00"	"333,720.00"	"1,004,000.00"	"333,720.00"	0.84	"39,600,000.00"	-	-	-
1432	ACAP	2.76	2.8	2.6	2.6	-5.8	"3,633,100.00"	"9,775,188.00"	"3,633,108.00"	"9,775,209.36"	1.15	"822,658,161.00"	11.56	0.69	9.6
1433	MTC06C1901A	1.03	1.03	0.95	0.97	-5.83	"800,000.00"	"797,600.00"	"800,000.00"	"797,600.00"	1.33	"58,200,000.00"	-	-	-
1434	EPG13C1905A	0.17	0.18	0.16	0.16	-5.88	"4,292,100.00"	"699,508.00"	"4,292,100.00"	"699,508.00"	3.58	"19,200,000.00"	-	-	-
1435	KKP08C1904A	0.17	0.17	0.16	0.16	-5.88	"1,823,300.00"	"295,274.00"	"1,823,300.00"	"295,274.00"	2.28	"12,800,000.00"	-	-	-
1436	CKP27C1905A	0.17	0.16	0.16	0.16	-5.88	"420,000.00"	"67,200.00"	"420,000.00"	"67,200.00"	0.84	"8,000,000.00"	-	-	-
1437	PTTE01C1904A	0.17	0.19	0.16	0.16	-5.88	"23,052,300.00"	"4,047,305.00"	"23,052,300.00"	"4,047,305.00"	28.53	"12,929,600.00"	-	-	-
1438	TVO01C1903A	0.17	0.17	0.16	0.16	-5.88	"2,109,900.00"	"354,920.00"	"2,109,900.00"	"354,920.00"	3.32	"10,166,400.00"	-	-	-
1439	KTB42C1903A	0.17	0.17	0.16	0.16	-5.88	"1,020,100.00"	"171,376.00"	"1,020,100.00"	"171,376.00"	1.7	"9,600,000.00"	-	-	-
1440	CPN08C1903A	0.17	0.16	0.16	0.16	-5.88	"146,600.00"	"23,456.00"	"146,600.00"	"23,456.00"	0.18	"12,800,000.00"	-	-	-
1441	BEM11C1903A	0.34	0.34	0.32	0.32	-5.88	"1,417,000.00"	"454,380.00"	"1,417,000.00"	"454,380.00"	1.7	"26,720,000.00"	-	-	-
1442	AEON19C1906A	1	1.05	0.93	0.94	-6	"1,184,100.00"	"1,155,995.00"	"1,184,100.00"	"1,155,995.00"	0.99	"112,800,000.00"	-	-	-
1443	FOCUS-W2	0.5	0.49	0.47	0.47	-6	"222,100.00"	"106,261.00"	"222,100.00"	"106,261.00"	0.7	"14,889,599.53"	-	-	-
1444	SE-ED	3	2.92	2.7	2.82	-6	"1,182,900.00"	"3,301,386.00"	"1,183,004.00"	"3,301,688.64"	0.3	"1,105,283,258.76"	N/A	0.95	N/A
1445	SAWA19C1901A	0.83	0.84	0.78	0.78	-6.02	"1,434,200.00"	"1,144,892.00"	"1,434,200.00"	"1,144,892.00"	1.2	"93,600,000.00"	-	-	-
1446	THAI13C1906A	0.33	0.32	0.31	0.31	-6.06	"2,231,600.00"	"706,262.00"	"2,231,600.00"	"706,262.00"	1.86	"37,200,000.00"	-	-	-
1447	SIRI01C1907A	0.33	0.33	0.3	0.31	-6.06	"1,252,000.00"	"387,873.00"	"1,252,000.00"	"387,873.00"	2.17	"17,899,400.00"	-	-	-
1448	BM-W1	0.33	0.35	0.31	0.31	-6.06	"2,600.00"	870	"2,600.00"	870	N/A	"34,099,989.46"	-	-	-
1449	GUNK24C1909A	0.49	0.46	0.46	0.46	-6.12	100	46	100	46	N/A	"23,000,000.00"	-	-	-
1450	CHG24C1911A	0.49	0.46	0.44	0.46	-6.12	"1,953,200.00"	"864,601.00"	"1,953,200.00"	"864,601.00"	3.91	"23,000,000.00"	-	-	-
1451	TKN	8.1	8.15	7.55	7.6	-6.17	"13,953,700.00"	"108,830,225.00"	"13,953,823.00"	"108,831,207.95"	1.01	"10,488,000,000.00"	18.19	4.9	4.47
1452	TOA01C1907B	0.32	0.31	0.3	0.3	-6.25	"805,600.00"	"244,059.00"	"805,600.00"	"244,059.00"	1.29	"18,678,000.00"	-	-	-
1453	BEM13C1905B	0.16	0.15	0.15	0.15	-6.25	"15,755,400.00"	"2,363,310.00"	"15,755,400.00"	"2,363,310.00"	13.13	"18,000,000.00"	-	-	-
1454	KTC28C1905A	0.32	0.33	0.3	0.3	-6.25	"6,306,600.00"	"1,977,025.00"	"6,306,600.00"	"1,977,025.00"	5.73	"33,000,000.00"	-	-	-
1455	CBG13C1905A	0.16	0.17	0.14	0.15	-6.25	"4,394,900.00"	"661,631.00"	"4,394,900.00"	"661,631.00"	3.66	"18,000,000.00"	-	-	-
1456	ESSO13C1905A	0.16	0.18	0.15	0.15	-6.25	"1,992,600.00"	"316,040.00"	"1,992,600.00"	"316,040.00"	1.66	"18,000,000.00"	-	-	-
1457	BGRI11C1909A	0.32	0.32	0.3	0.3	-6.25	"2,061,100.00"	"633,132.00"	"2,061,100.00"	"633,132.00"	2.38	"25,980,000.00"	-	-	-
1458	PRM19C1906A	0.16	0.16	0.15	0.15	-6.25	"202,000.00"	"32,300.00"	"202,000.00"	"32,300.00"	0.17	"18,000,000.00"	-	-	-
1459	PTT08P1904A	0.48	0.47	0.44	0.45	-6.25	"1,962,100.00"	"890,696.00"	"1,962,100.00"	"890,696.00"	3.27	"27,000,000.00"	-	-	-
1460	PTTG01C1904B	0.16	0.16	0.15	0.15	-6.25	"10,766,000.00"	"1,619,110.00"	"10,766,000.00"	"1,619,110.00"	15.1	"10,695,000.00"	-	-	-
1461	AOT06P1903A	0.16	0.16	0.15	0.15	-6.25	"3,041,600.00"	"476,023.00"	"3,041,600.00"	"476,023.00"	5.07	"9,000,000.00"	-	-	-
1462	EKH	5.55	5.55	5.1	5.2	-6.31	"2,314,100.00"	"12,103,290.00"	"2,314,100.00"	"12,103,290.00"	0.39	"3,120,000,000.00"	27.96	3.77	2.31
1463	BGRI01C1901A	1.09	1.09	1.02	1.02	-6.42	"1,108,200.00"	"1,158,087.00"	"1,108,200.00"	"1,158,087.00"	1.97	"57,466,800.00"	-	-	-
1464	IRPC01C1906A	0.31	0.31	0.28	0.29	-6.45	"7,575,800.00"	"2,245,540.00"	"7,575,800.00"	"2,245,540.00"	7.47	"29,420,500.00"	-	-	-
1465	AMAT01P1903A	0.62	0.62	0.58	0.58	-6.45	"10,038,600.00"	"6,061,095.00"	"10,038,600.00"	"6,061,095.00"	25.1	"23,200,000.00"	-	-	-
1466	SCB01P1902A	0.31	0.34	0.28	0.29	-6.45	"13,119,400.00"	"4,085,462.00"	"13,119,400.00"	"4,085,462.00"	22.19	"17,141,900.00"	-	-	-
1467	SAWA08C1902A	0.77	0.78	0.72	0.72	-6.49	"1,018,200.00"	"743,390.00"	"1,018,200.00"	"743,390.00"	1.27	"57,600,000.00"	-	-	-
1468	STA01C1904B	0.15	0.15	0.14	0.14	-6.67	"3,943,100.00"	"572,844.00"	"3,943,100.00"	"572,844.00"	8.35	"6,612,200.00"	-	-	-
1469	KTB13C1903A	0.15	0.15	0.13	0.14	-6.67	"2,019,000.00"	"300,350.00"	"2,019,000.00"	"300,350.00"	1.68	"16,800,000.00"	-	-	-
1470	MTC19C1901A	0.6	0.59	0.53	0.56	-6.67	"4,758,900.00"	"2,697,954.00"	"4,758,900.00"	"2,697,954.00"	3.97	"67,200,000.00"	-	-	-
1471	AMAT11C1903A	0.15	0.15	0.14	0.14	-6.67	"927,100.00"	"134,814.00"	"927,100.00"	"134,814.00"	3.14	"4,130,000.00"	-	-	-
1472	TCC-W3	0.15	0.15	0.14	0.14	-6.67	"560,000.00"	"78,631.00"	"560,000.00"	"78,631.00"	0.61	"12,908,330.96"	-	-	-
1473	PDI-W1	0.89	0.9	0.78	0.83	-6.74	"1,837,900.00"	"1,536,105.00"	"1,838,072.00"	"1,536,226.77"	2.44	"62,520,926.94"	-	-	-
1474	THAI01P1901A	0.74	0.71	0.69	0.69	-6.76	"286,600.00"	"200,803.00"	"286,600.00"	"200,803.00"	0.94	"21,058,800.00"	-	-	-
1475	CEN	1.03	1.05	0.96	0.96	-6.8	"3,368,600.00"	"3,347,320.00"	"3,368,600.00"	"3,347,320.00"	0.45	"715,336,251.84"	N/A	0.28	N/A
1476	ADVA16C1912A	0.44	0.41	0.41	0.41	-6.82	"5,300.00"	"2,173.00"	"5,300.00"	"2,173.00"	0.01	"16,400,000.00"	-	-	-
1477	GULF28C1906A	0.87	0.87	0.79	0.81	-6.9	"3,282,700.00"	"2,715,638.00"	"3,282,700.00"	"2,715,638.00"	7.82	"34,020,000.00"	-	-	-
1478	ESSO28C1906A	0.29	0.29	0.27	0.27	-6.9	"1,532,200.00"	"434,140.00"	"1,532,200.00"	"434,140.00"	1.39	"29,700,000.00"	-	-	-
1479	SIRI01C1907B	0.29	0.27	0.26	0.27	-6.9	"400,000.00"	"107,203.00"	"400,000.00"	"107,203.00"	0.94	"11,534,400.00"	-	-	-
1480	KTC13C1906A	0.29	0.31	0.27	0.27	-6.9	"39,274,000.00"	"11,655,914.00"	"39,274,000.00"	"11,655,914.00"	32.73	"32,400,000.00"	-	-	-
1481	IVL01C1903A	0.29	0.31	0.26	0.27	-6.9	"13,515,400.00"	"3,860,414.00"	"13,515,400.00"	"3,860,414.00"	13.64	"26,754,300.00"	-	-	-
1482	NFC-W1	2.3	2.68	2.02	2.14	-6.96	"4,316,400.00"	"10,396,172.00"	"4,316,727.00"	"10,396,727.90"	3.97	"232,791,680.26"	-	-	-
1483	CKP08C1903A	0.71	0.68	0.66	0.66	-7.04	"1,192,500.00"	"797,085.00"	"1,192,500.00"	"797,085.00"	1.49	"52,800,000.00"	-	-	-
1484	ORI13C1904B	0.28	0.28	0.26	0.26	-7.14	"8,449,800.00"	"2,258,798.00"	"8,449,800.00"	"2,258,798.00"	7.04	"31,200,000.00"	-	-	-
1485	CKP24C1906A	0.14	0.13	0.13	0.13	-7.14	"150,000.00"	"19,500.00"	"150,000.00"	"19,500.00"	0.3	"6,500,000.00"	-	-	-
1486	MINT27P1905A	0.42	0.42	0.38	0.39	-7.14	"1,862,600.00"	"728,389.00"	"1,862,600.00"	"728,389.00"	3.73	"19,500,000.00"	-	-	-
1487	MTC19C1903A	0.28	0.28	0.24	0.26	-7.14	"2,252,700.00"	"575,934.00"	"2,252,700.00"	"575,934.00"	1.88	"31,200,000.00"	-	-	-
1488	BGRI19C1903A	0.14	0.14	0.13	0.13	-7.14	"3,677,500.00"	"491,350.00"	"3,677,500.00"	"491,350.00"	3.06	"15,600,000.00"	-	-	-
1489	BCP01C1903A	0.14	0.15	0.13	0.13	-7.14	"2,990,400.00"	"426,056.00"	"2,990,400.00"	"426,056.00"	5.3	"7,339,800.00"	-	-	-
1490	BPP19C1903A	0.14	0.14	0.13	0.13	-7.14	"896,600.00"	"121,662.00"	"896,600.00"	"121,662.00"	0.75	"15,600,000.00"	-	-	-
1491	CKP-W1	0.56	0.57	0.51	0.52	-7.14	"31,351,400.00"	"16,644,853.00"	"31,351,400.00"	"16,644,853.00"	1.68	"972,400,000.00"	-	-	-
1492	COM7	13.7	13.8	12.6	12.7	-7.3	"18,744,300.00"	"244,586,090.00"	"18,745,111.00"	"244,596,801.70"	1.56	"15,240,000,000.00"	18.17	6.08	2.76
1493	MTC28C1902A	0.41	0.38	0.38	0.38	-7.32	100	38	100	38	N/A	"38,000,000.00"	-	-	-
1494	SAWA01C1901B	0.41	0.42	0.36	0.38	-7.32	"3,303,200.00"	"1,270,463.00"	"3,303,200.00"	"1,270,463.00"	2.21	"56,753,000.00"	-	-	-
1495	BBL13C1905A	0.27	0.27	0.25	0.25	-7.41	"5,022,900.00"	"1,325,954.00"	"5,022,900.00"	"1,325,954.00"	4.19	"30,000,000.00"	-	-	-
1496	AOT28C1902A	0.27	0.26	0.25	0.25	-7.41	"8,516,800.00"	"2,136,447.00"	"8,516,800.00"	"2,136,447.00"	12.17	"17,500,000.00"	-	-	-
1497	TIGER	3.76	3.76	3.48	3.48	-7.45	"2,547,700.00"	"9,117,042.00"	"2,547,700.00"	"9,117,042.00"	0.55	"1,600,800,000.00"	15.5	-	N/A
1498	UMS <C >	0.67	0.67	0.62	0.62	-7.46	500	330	500	330	N/A	"436,937,691.44"	N/A	N/A	N/A
1499	BCPG06C1903A	0.13	0.13	0.12	0.12	-7.69	"1,438,000.00"	"177,830.00"	"1,438,000.00"	"177,830.00"	2.4	"7,200,000.00"	-	-	-
1500	IRPC01C1906B	0.26	0.25	0.24	0.24	-7.69	"13,286,800.00"	"3,225,680.00"	"13,286,800.00"	"3,225,680.00"	12.43	"25,648,800.00"	-	-	-
1501	BJC27C1905A	0.13	0.13	0.12	0.12	-7.69	"2,135,500.00"	"266,615.00"	"2,135,500.00"	"266,615.00"	4.27	"6,000,000.00"	-	-	-
1502	KTC13C1903A	0.13	0.14	0.11	0.12	-7.69	"10,443,300.00"	"1,319,033.00"	"10,443,300.00"	"1,319,033.00"	8.7	"14,400,000.00"	-	-	-
1503	IRPC13C1903A	0.13	0.12	0.12	0.12	-7.69	"3,651,800.00"	"438,216.00"	"3,651,800.00"	"438,216.00"	3.04	"14,400,000.00"	-	-	-
1504	IRPC24C1904A	0.13	0.12	0.12	0.12	-7.69	"600,000.00"	"72,000.00"	"600,000.00"	"72,000.00"	1.2	"6,000,000.00"	-	-	-
1505	STA27C1904A	0.13	0.12	0.12	0.12	-7.69	"610,100.00"	"73,212.00"	"610,100.00"	"73,212.00"	1.22	"6,000,000.00"	-	-	-
1506	CKP19C1903A	0.13	0.14	0.12	0.12	-7.69	"662,400.00"	"90,234.00"	"662,400.00"	"90,234.00"	0.55	"14,400,000.00"	-	-	-
1507	GUNK24C1903A	0.13	0.12	0.12	0.12	-7.69	"1,084,000.00"	"130,080.00"	"1,084,000.00"	"130,080.00"	2.17	"6,000,000.00"	-	-	-
1508	KTC27C1903A	0.26	0.27	0.24	0.24	-7.69	"2,400,700.00"	"619,672.00"	"2,400,700.00"	"619,672.00"	4.8	"12,000,000.00"	-	-	-
1509	AAV06C1904A	0.13	0.13	0.12	0.12	-7.69	"300,500.00"	"36,065.00"	"300,500.00"	"36,065.00"	0.5	"7,200,000.00"	-	-	-
1510	TASC08C1903A	0.13	0.13	0.12	0.12	-7.69	"231,900.00"	"29,947.00"	"231,900.00"	"29,947.00"	0.29	"9,600,000.00"	-	-	-
1511	TNPC-W1	0.13	0.14	0.11	0.12	-7.69	"140,500.00"	"17,516.00"	"140,514.00"	"17,517.54"	0.26	"6,390,245.88"	-	-	-
1512	GULF01C1906B	0.9	0.92	0.8	0.83	-7.78	"7,534,000.00"	"6,387,873.00"	"7,534,000.00"	"6,387,873.00"	9.42	"66,400,000.00"	-	-	-
1513	GULF13C1906A	0.9	0.91	0.81	0.83	-7.78	"30,733,200.00"	"26,160,808.00"	"33,983,200.00"	"29,069,558.00"	28.32	"99,600,000.00"	-	-	-
1514	KTB27C1905A	0.25	0.25	0.23	0.23	-8	"900,000.00"	"219,600.00"	"900,000.00"	"219,600.00"	1.8	"11,500,000.00"	-	-	-
1515	PTT13P1902A	0.25	0.25	0.23	0.23	-8	"17,783,600.00"	"4,297,831.00"	"17,783,600.00"	"4,297,831.00"	14.82	"27,600,000.00"	-	-	-
1516	AEON01C1906A	0.99	1.02	0.9	0.91	-8.08	"5,247,000.00"	"4,996,460.00"	"5,247,000.00"	"4,996,460.00"	17.44	"27,372,800.00"	-	-	-
1517	CPAL01P1901A	1.1	1.1	1.01	1.01	-8.18	"2,236,500.00"	"2,353,417.00"	"2,236,500.00"	"2,353,417.00"	4.69	"48,197,200.00"	-	-	-
1518	IRPC28C1904A	0.12	0.11	0.11	0.11	-8.33	"2,323,000.00"	"255,530.00"	"2,323,000.00"	"255,530.00"	1.86	"13,750,000.00"	-	-	-
1519	GPSC24C1904B	0.36	0.33	0.33	0.33	-8.33	"40,600.00"	"13,398.00"	"40,600.00"	"13,398.00"	0.08	"16,500,000.00"	-	-	-
1520	CPAL42P1904A	0.12	0.11	0.11	0.11	-8.33	"101,200.00"	"11,132.00"	"101,200.00"	"11,132.00"	0.17	"6,600,000.00"	-	-	-
1521	KTC19C1903A	0.12	0.13	0.11	0.11	-8.33	"11,240,300.00"	"1,327,934.00"	"11,240,300.00"	"1,327,934.00"	9.37	"13,200,000.00"	-	-	-
1522	GUNK28C1903A	0.12	0.12	0.11	0.11	-8.33	"684,000.00"	"79,702.00"	"684,000.00"	"79,702.00"	0.59	"12,650,000.00"	-	-	-
1523	CK19C1903A	0.12	0.11	0.11	0.11	-8.33	"1,380,000.00"	"151,800.00"	"1,380,000.00"	"151,800.00"	1.15	"13,200,000.00"	-	-	-
1524	KTC08C1903A	0.24	0.25	0.22	0.22	-8.33	"1,118,200.00"	"262,533.00"	"1,118,200.00"	"262,533.00"	1.4	"17,600,000.00"	-	-	-
1525	AOT19C1901A	0.12	0.12	0.1	0.11	-8.33	"1,895,200.00"	"208,111.00"	"1,895,200.00"	"208,111.00"	1.58	"13,200,000.00"	-	-	-
1526	TOP11C1905A	0.24	0.24	0.22	0.22	-8.33	"1,064,000.00"	"246,280.00"	"1,064,000.00"	"246,280.00"	1.38	"17,006,000.00"	-	-	-
1527	CHEWA-W1	0.12	0.12	0.1	0.11	-8.33	"364,100.00"	"37,462.00"	"364,100.00"	"37,462.00"	0.08	"51,406,938.44"	-	-	-
1528	RICHY-W1	0.12	0.12	0.11	0.11	-8.33	"178,300.00"	"21,364.00"	"178,300.00"	"21,364.00"	0.11	"17,278,799.56"	-	-	-
1529	STA11C1909A	0.23	0.22	0.21	0.21	-8.7	"1,637,200.00"	"349,525.00"	"1,637,200.00"	"349,525.00"	6.63	"5,187,000.00"	-	-	-
1530	SGP28C1904A	0.23	0.23	0.21	0.21	-8.7	"1,325,400.00"	"290,089.00"	"1,325,400.00"	"290,089.00"	2.95	"9,450,000.00"	-	-	-
1531	PTG19P1903A	0.23	0.23	0.2	0.21	-8.7	"3,843,100.00"	"804,634.00"	"3,843,100.00"	"804,634.00"	3.2	"25,200,000.00"	-	-	-
1532	SAWA13C1903A	0.23	0.24	0.21	0.21	-8.7	"3,408,100.00"	"730,943.00"	"3,408,100.00"	"730,943.00"	2.84	"25,200,000.00"	-	-	-
1533	IVL19C1903A	0.23	0.24	0.2	0.21	-8.7	"5,566,100.00"	"1,202,814.00"	"5,566,100.00"	"1,202,814.00"	4.64	"25,200,000.00"	-	-	-
1534	INTU19C1906A	0.34	0.34	0.3	0.31	-8.82	"2,358,800.00"	"742,731.00"	"2,358,800.00"	"742,731.00"	1.97	"37,200,000.00"	-	-	-
1535	IVL23C1906A	0.34	0.34	0.31	0.31	-8.82	"700,000.00"	"232,000.00"	"700,000.00"	"232,000.00"	1.4	"15,500,000.00"	-	-	-
1536	CPAL01P1904A	0.45	0.45	0.41	0.41	-8.89	"13,009,300.00"	"5,509,466.00"	"13,009,300.00"	"5,509,466.00"	26.9	"19,827,600.00"	-	-	-
1537	MTC08C1902A	0.56	0.57	0.51	0.51	-8.93	"1,276,200.00"	"698,744.00"	"1,276,200.00"	"698,744.00"	1.6	"40,800,000.00"	-	-	-
1538	STEC24C1906A	0.55	0.54	0.49	0.5	-9.09	"1,291,800.00"	"666,752.00"	"1,291,800.00"	"666,752.00"	2.58	"25,000,000.00"	-	-	-
1539	BJC24C1906A	0.33	0.32	0.3	0.3	-9.09	"47,400.00"	"14,663.00"	"47,400.00"	"14,663.00"	0.09	"15,000,000.00"	-	-	-
