Top Ranking															
	Market ALL (SET+mai)														
Rank By :	% Change														
Period :	Daily  10/01/2019 To 10/01/2019														
Rank	Symbol	Prior	High	Low	Close	% Change	AOM Volume (Shares)	AOM Value (Baht)	Total Volume (Shares)	Total Value (Baht)	Turnover Ratio (%)	Market Capital (Baht)	P/E* (Times)	P/BV* (Times)	Dividend Yield (%)
555	BDMS16C1912A	0.23	0.23	0.22	0.23	-	"7,719,200.00"	"1,712,322.00"	"7,719,200.00"	"1,712,322.00"	19.3	"9,200,000.00"	-	-	-
556	BANP16C1912A	0.47	0.47	0.47	0.47	-	100	47	100	47	N/A	"18,800,000.00"	-	-	-
557	PTTE08C1904A	0.1	0.1	0.1	0.1	-	"990,000.00"	"99,000.00"	"990,000.00"	"99,000.00"	1.24	"8,000,000.00"	-	-	-
558	EA08C1903B	0.12	0.13	0.12	0.12	-	"183,400.00"	"23,460.00"	"183,400.00"	"23,460.00"	0.23	"9,600,000.00"	-	-	-
559	CPF08C1904A	0.13	0.13	0.13	0.13	-	"3,448,500.00"	"448,305.00"	"3,448,500.00"	"448,305.00"	4.31	"10,400,000.00"	-	-	-
560	BANP08C1904A	0.1	0.1	0.1	0.1	-	"768,000.00"	"76,800.00"	"768,000.00"	"76,800.00"	0.96	"8,000,000.00"	-	-	-
561	AOT08C1904A	0.3	0.31	0.29	0.3	-	"8,099,200.00"	"2,363,777.00"	"8,099,200.00"	"2,363,777.00"	10.12	"24,000,000.00"	-	-	-
562	TISC27C1905A	0.49	0.52	0.49	0.49	-	"990,000.00"	"506,700.00"	"990,000.00"	"506,700.00"	1.98	"24,500,000.00"	-	-	-
563	BANP27P1905A	0.49	0.5	0.48	0.49	-	"1,120,100.00"	"540,900.00"	"1,120,100.00"	"540,900.00"	2.24	"24,500,000.00"	-	-	-
564	WORK19C1905A	0.1	0.1	0.1	0.1	-	"437,800.00"	"43,780.00"	"437,800.00"	"43,780.00"	0.36	"12,000,000.00"	-	-	-
565	LPN01C1905A	0.05	0.05	0.05	0.05	-	"1,283,800.00"	"64,190.00"	"1,283,800.00"	"64,190.00"	3.16	"2,032,500.00"	-	-	-
566	GLOB24C1906A	0.18	0.18	0.17	0.18	-	"6,972,500.00"	"1,251,850.00"	"6,972,500.00"	"1,251,850.00"	13.95	"9,000,000.00"	-	-	-
567	BJC28C1904A	0.06	0.06	0.06	0.06	-	"801,100.00"	"48,066.00"	"801,100.00"	"48,066.00"	1.25	"3,840,000.00"	-	-	-
568	BDMS01C1905B	0.08	0.08	0.05	0.08	-	"107,587,300.00"	"7,335,321.00"	"107,587,300.00"	"7,335,321.00"	79.69	"10,800,000.00"	-	-	-
569	BDMS01C1905A	0.12	0.13	0.09	0.12	-	"105,023,900.00"	"11,375,215.00"	"105,023,900.00"	"11,375,215.00"	73.87	"17,060,400.00"	-	-	-
570	KCE13C1904A	0.05	0.06	0.05	0.05	-	"2,582,800.00"	"129,156.00"	"2,582,800.00"	"129,156.00"	2.15	"6,000,000.00"	-	-	-
571	PTT24C1904A	0.09	0.09	0.09	0.09	-	"151,000.00"	"13,590.00"	"151,000.00"	"13,590.00"	0.3	"4,500,000.00"	-	-	-
572	TVO13C1904A	0.11	0.11	0.11	0.11	-	"438,800.00"	"48,268.00"	"438,800.00"	"48,268.00"	0.37	"13,200,000.00"	-	-	-
573	TPIP19C1906A	0.51	0.51	0.5	0.51	-	"525,400.00"	"267,654.00"	"525,400.00"	"267,654.00"	0.44	"61,200,000.00"	-	-	-
574	ORI13C1904A	0.05	0.06	0.05	0.05	-	"40,100.00"	"2,006.00"	"40,100.00"	"2,006.00"	0.03	"6,000,000.00"	-	-	-
575	BCPG13C1904A	0.09	0.1	0.09	0.09	-	"6,975,200.00"	"696,911.00"	"6,975,200.00"	"696,911.00"	5.81	"10,800,000.00"	-	-	-
576	BANP13C1904A	0.14	0.14	0.13	0.14	-	"4,291,400.00"	"600,626.00"	"4,291,400.00"	"600,626.00"	3.58	"16,800,000.00"	-	-	-
577	TKN13C1904A	0.02	0.02	0.01	0.02	-	"1,100,300.00"	"11,015.00"	"1,100,300.00"	"11,015.00"	0.92	"2,400,000.00"	-	-	-
578	PTTG28C1904A	0.18	0.18	0.18	0.18	-	"5,913,800.00"	"1,064,484.00"	"5,913,800.00"	"1,064,484.00"	11.83	"9,000,000.00"	-	-	-
579	KKP13C1903A	0.16	0.16	0.16	0.16	-	"1,237,500.00"	"198,000.00"	"1,237,500.00"	"198,000.00"	1.03	"19,200,000.00"	-	-	-
580	WHAU27C1905A	0.12	0.12	0.12	0.12	-	"720,000.00"	"86,400.00"	"720,000.00"	"86,400.00"	1.44	"6,000,000.00"	-	-	-
581	THAI27C1905A	0.18	0.18	0.18	0.18	-	"390,000.00"	"70,200.00"	"390,000.00"	"70,200.00"	0.78	"9,000,000.00"	-	-	-
582	LPN24C1908A	0.03	0.03	0.03	0.03	-	"1,000.00"	30	"1,000.00"	30	N/A	"1,500,000.00"	-	-	-
583	LH27P1905A	0.34	0.34	0.33	0.34	-	"270,000.00"	"90,450.00"	"270,000.00"	"90,450.00"	0.54	"17,000,000.00"	-	-	-
584	BDMS24C1909A	0.3	0.3	0.24	0.3	-	"21,045,100.00"	"5,801,545.00"	"21,045,100.00"	"5,801,545.00"	42.09	"15,000,000.00"	-	-	-
585	MAJO19C1904A	0.18	0.18	0.17	0.18	-	"330,800.00"	"58,044.00"	"330,800.00"	"58,044.00"	0.28	"21,600,000.00"	-	-	-
586	CENT19C1904A	0.29	0.31	0.27	0.29	-	"2,120,200.00"	"616,864.00"	"2,120,200.00"	"616,864.00"	1.77	"34,800,000.00"	-	-	-
587	BEM42C1904A	0.34	0.35	0.34	0.34	-	"5,260,000.00"	"1,791,436.00"	"5,260,000.00"	"1,791,436.00"	8.77	"20,400,000.00"	-	-	-
588	BDMS13C1903A	0.04	0.05	0.03	0.04	-	"22,916,000.00"	"815,469.00"	"22,916,000.00"	"815,469.00"	19.1	"4,800,000.00"	-	-	-
589	WHA08C1904A	0.2	0.21	0.2	0.2	-	"1,174,700.00"	"242,457.00"	"1,174,700.00"	"242,457.00"	1.47	"16,000,000.00"	-	-	-
590	THAN08C1904A	0.1	0.11	0.1	0.1	-	"173,000.00"	"19,008.00"	"173,000.00"	"19,008.00"	0.22	"8,000,000.00"	-	-	-
591	PTTE08P1904A	1.41	1.43	1.39	1.41	-	"796,400.00"	"1,117,892.00"	"796,400.00"	"1,117,892.00"	1.33	"84,600,000.00"	-	-	-
592	ORI08C1904A	0.02	0.02	0.02	0.02	-	"305,200.00"	"6,104.00"	"305,200.00"	"6,104.00"	0.38	"1,600,000.00"	-	-	-
593	BCPG08C1904A	0.04	0.04	0.04	0.04	-	"1,500.00"	60	"1,500.00"	60	N/A	"3,200,000.00"	-	-	-
594	GFPT19C1903A	0.1	0.1	0.1	0.1	-	"999,800.00"	"99,980.00"	"999,800.00"	"99,980.00"	0.83	"12,000,000.00"	-	-	-
595	TOP01C1904B	0.06	0.07	0.06	0.06	-	"2,646,900.00"	"159,541.00"	"2,646,900.00"	"159,541.00"	4.56	"3,486,000.00"	-	-	-
596	TOP01C1904A	0.15	0.15	0.13	0.15	-	"19,190,600.00"	"2,795,431.00"	"19,190,600.00"	"2,795,431.00"	28.57	"10,077,000.00"	-	-	-
597	TMB01C1903A	0.15	0.15	0.15	0.15	-	"70,100.00"	"10,515.00"	"70,100.00"	"10,515.00"	0.06	"18,118,500.00"	-	-	-
598	SCB01P1904A	1.09	1.11	1.04	1.09	-	"5,867,100.00"	"6,386,191.00"	"5,867,100.00"	"6,386,191.00"	11.45	"55,851,600.00"	-	-	-
599	PTTG01P1904A	1.48	1.51	1.48	1.48	-	"2,610,400.00"	"3,909,852.00"	"2,610,400.00"	"3,909,852.00"	4.89	"79,046,800.00"	-	-	-
600	PTTE01C1904B	0.07	0.08	0.07	0.07	-	"9,993,900.00"	"699,724.00"	"9,993,900.00"	"699,724.00"	14.2	"4,925,200.00"	-	-	-
601	KCE01C1903A	0.03	0.04	0.03	0.03	-	"2,033,100.00"	"61,843.00"	"2,033,100.00"	"61,843.00"	3.72	"1,638,900.00"	-	-	-
602	GPSC13C1903A	0.07	0.07	0.07	0.07	-	"3,260,900.00"	"228,263.00"	"3,260,900.00"	"228,263.00"	2.72	"8,400,000.00"	-	-	-
603	BTS01P1903A	0.26	0.27	0.25	0.26	-	"6,099,800.00"	"1,582,852.00"	"6,099,800.00"	"1,582,852.00"	16.13	"9,830,600.00"	-	-	-
604	BTS01C1903B	0.19	0.2	0.18	0.19	-	"10,817,200.00"	"2,065,324.00"	"10,817,200.00"	"2,065,324.00"	23.22	"8,852,100.00"	-	-	-
605	BTS01C1903A	0.34	0.35	0.33	0.34	-	"5,727,200.00"	"1,958,899.00"	"5,727,200.00"	"1,958,899.00"	10.5	"18,543,600.00"	-	-	-
606	BPP01P1903A	0.39	0.39	0.38	0.39	-	"3,210,500.00"	"1,250,731.00"	"3,210,500.00"	"1,250,731.00"	4.46	"28,052,700.00"	-	-	-
607	BCPG01C1904A	0.12	0.13	0.12	0.12	-	"306,200.00"	"36,745.00"	"306,200.00"	"36,745.00"	0.56	"6,613,200.00"	-	-	-
608	BCP01C1903B	0.06	0.06	0.06	0.06	-	"10,000.00"	600	"10,000.00"	600	0.02	"2,758,800.00"	-	-	-
609	AOT01P1904B	0.37	0.38	0.36	0.37	-	"3,646,000.00"	"1,353,036.00"	"3,646,000.00"	"1,353,036.00"	5.25	"25,696,500.00"	-	-	-
610	AOT01P1904A	0.62	0.64	0.61	0.62	-	"12,863,400.00"	"8,090,633.00"	"12,863,400.00"	"8,090,633.00"	23.65	"33,715,600.00"	-	-	-
611	AOT01C1904B	0.24	0.24	0.23	0.24	-	"8,344,800.00"	"1,977,699.00"	"8,344,800.00"	"1,977,699.00"	10.98	"18,235,200.00"	-	-	-
612	AOT01C1904A	0.41	0.43	0.4	0.41	-	"19,627,600.00"	"8,079,066.00"	"19,627,600.00"	"8,079,066.00"	23.83	"33,771,700.00"	-	-	-
613	WHA28C1903A	0.12	0.14	0.12	0.12	-	"6,445,200.00"	"835,124.00"	"6,445,200.00"	"835,124.00"	8.37	"9,240,000.00"	-	-	-
614	PTTE19C1903A	0.08	0.08	0.08	0.08	-	"320,000.00"	"25,600.00"	"320,000.00"	"25,600.00"	0.27	"9,600,000.00"	-	-	-
615	GUNK19C1903A	0.25	0.26	0.24	0.25	-	"898,600.00"	"226,164.00"	"898,600.00"	"226,164.00"	0.75	"30,000,000.00"	-	-	-
616	GUNK13C1903A	0.1	0.11	0.1	0.1	-	"1,257,500.00"	"134,131.00"	"1,257,500.00"	"134,131.00"	1.05	"12,000,000.00"	-	-	-
617	AMAT28C1902A	0.15	0.16	0.15	0.15	-	"715,400.00"	"109,860.00"	"715,400.00"	"109,860.00"	0.84	"12,750,000.00"	-	-	-
618	ADVA08C1903A	0.04	0.04	0.04	0.04	-	"305,300.00"	"12,212.00"	"305,300.00"	"12,212.00"	0.38	"3,200,000.00"	-	-	-
619	TOP06C1903B	0.02	0.02	0.02	0.02	-	100	2	100	2	N/A	"1,200,000.00"	-	-	-
620	KCE06C1903A	0.01	0.01	0.01	0.01	-	"10,000.00"	100	"10,000.00"	100	0.02	"600,000.00"	-	-	-
621	BANP07C1904A	0.06	0.07	0.06	0.06	-	"1,900.00"	120	"1,900.00"	120	N/A	"3,000,000.00"	-	-	-
622	STA13C1902A	0.03	0.03	0.03	0.03	-	"1,726,500.00"	"51,795.00"	"1,726,500.00"	"51,795.00"	1.44	"3,600,000.00"	-	-	-
623	MEGA01C1904B	0.1	0.1	0.1	0.1	-	"2,971,000.00"	"297,100.00"	"2,971,000.00"	"297,100.00"	5.27	"5,635,000.00"	-	-	-
624	LH01P1903A	0.51	0.52	0.51	0.51	-	"2,136,900.00"	"1,101,191.00"	"2,136,900.00"	"1,101,191.00"	2.62	"41,595,600.00"	-	-	-
625	LH01C1903A	0.1	0.1	0.1	0.1	-	"2,452,000.00"	"245,200.00"	"2,452,000.00"	"245,200.00"	1.83	"13,400,000.00"	-	-	-
626	GLOB01C1903B	0.16	0.16	0.15	0.16	-	"32,517,600.00"	"5,134,187.00"	"32,517,600.00"	"5,134,187.00"	74.6	"6,974,400.00"	-	-	-
627	EPG01P1903A	1.38	1.38	1.36	1.38	-	"911,900.00"	"1,249,350.00"	"911,900.00"	"1,249,350.00"	2.28	"55,200,000.00"	-	-	-
628	EPG01C1903B	0.03	0.03	0.03	0.03	-	"2,100.00"	63	"2,100.00"	63	0.01	"1,200,000.00"	-	-	-
629	EGCO01C1903A	0.68	0.68	0.68	0.68	-	"504,500.00"	"343,060.00"	"504,500.00"	"343,060.00"	0.97	"35,414,400.00"	-	-	-
630	EA13C1901A	0.02	0.02	0.01	0.02	-	"848,900.00"	"8,590.00"	"848,900.00"	"8,590.00"	0.71	"2,400,000.00"	-	-	-
631	BLAN01C1903A	0.1	0.1	0.1	0.1	-	"1,878,000.00"	"187,800.00"	"1,878,000.00"	"187,800.00"	3.81	"4,933,000.00"	-	-	-
632	AP01C1903A	0.03	0.03	0.02	0.03	-	"104,200.00"	"2,325.00"	"104,200.00"	"2,325.00"	0.25	"1,235,100.00"	-	-	-
633	AMAT01C1903B	0.26	0.28	0.25	0.26	-	"3,374,200.00"	"908,224.00"	"3,374,200.00"	"908,224.00"	8.44	"10,400,000.00"	-	-	-
634	SCB28C1902A	0.02	0.02	0.02	0.02	-	"15,000.00"	300	"15,000.00"	300	0.03	"1,000,000.00"	-	-	-
635	TKN19C1903A	0.01	0.01	0.01	0.01	-	"30,000.00"	300	"30,000.00"	300	0.03	"1,200,000.00"	-	-	-
636	SGP19C1904A	0.05	0.05	0.05	0.05	-	"50,000.00"	"2,500.00"	"50,000.00"	"2,500.00"	0.04	"6,000,000.00"	-	-	-
637	BANP13C1902A	0.01	0.01	0.01	0.01	-	"5,000.00"	50	"5,000.00"	50	N/A	"1,200,000.00"	-	-	-
638	TISC24C1904A	0.23	0.23	0.23	0.23	-	100	23	100	23	N/A	"11,500,000.00"	-	-	-
639	UV01C1902A	0.11	0.12	0.11	0.11	-	"2,106,200.00"	"242,067.00"	"2,106,200.00"	"242,067.00"	4.69	"4,937,900.00"	-	-	-
640	TISC01C1902B	0.22	0.24	0.22	0.22	-	"7,494,000.00"	"1,762,047.00"	"7,494,000.00"	"1,762,047.00"	9.4	"17,547,200.00"	-	-	-
641	TISC01C1902A	0.56	0.59	0.56	0.56	-	"3,233,700.00"	"1,873,296.00"	"3,233,700.00"	"1,873,296.00"	4.42	"41,003,200.00"	-	-	-
642	TASC01C1903B	0.12	0.12	0.12	0.12	-	"565,600.00"	"67,872.00"	"565,600.00"	"67,872.00"	1.17	"5,803,200.00"	-	-	-
643	PTG01C1902B	0.02	0.02	0.02	0.02	-	"40,000.00"	800	"40,000.00"	800	0.07	"1,087,800.00"	-	-	-
644	CPN01P1902A	0.93	0.96	0.93	0.93	-	"2,768,000.00"	"2,632,063.00"	"2,768,000.00"	"2,632,063.00"	6.76	"38,064,900.00"	-	-	-
645	CPN01C1902B	0.05	0.05	0.05	0.05	-	"1,162,800.00"	"58,140.00"	"1,162,800.00"	"58,140.00"	1.45	"4,021,000.00"	-	-	-
646	CPF01P1902B	0.14	0.16	0.14	0.14	-	"12,613,600.00"	"1,890,041.00"	"12,613,600.00"	"1,890,041.00"	13.43	"13,153,000.00"	-	-	-
647	CPF01P1902A	0.31	0.34	0.31	0.31	-	"6,798,000.00"	"2,169,369.00"	"6,798,000.00"	"2,169,369.00"	7.22	"29,180,300.00"	-	-	-
648	BEM01C1902B	0.45	0.47	0.45	0.45	-	"15,387,100.00"	"6,957,871.00"	"15,387,100.00"	"6,957,871.00"	9.18	"75,406,500.00"	-	-	-
649	BEM01C1902A	0.6	0.62	0.6	0.6	-	"24,330,600.00"	"14,713,761.00"	"24,330,600.00"	"14,713,761.00"	17.96	"81,288,000.00"	-	-	-
650	BEAU01C1901B	0.01	0.02	0.01	0.01	-	"1,655,000.00"	"17,000.00"	"1,655,000.00"	"17,000.00"	2.39	"692,800.00"	-	-	-
651	BEAU01C1901A	0.01	0.01	0.01	0.01	-	"195,500.00"	"1,955.00"	"195,500.00"	"1,955.00"	0.21	"945,800.00"	-	-	-
652	BANP01C1903B	0.03	0.03	0.03	0.03	-	"213,200.00"	"6,396.00"	"213,200.00"	"6,396.00"	0.17	"3,677,700.00"	-	-	-
653	BANP01C1903A	0.1	0.1	0.09	0.1	-	"6,296,600.00"	"628,660.00"	"6,296,600.00"	"628,660.00"	6.02	"10,468,000.00"	-	-	-
654	AAV01C1902B	0.14	0.14	0.14	0.14	-	"883,600.00"	"123,704.00"	"883,600.00"	"123,704.00"	4.09	"3,025,400.00"	-	-	-
655	AAV01C1902A	0.27	0.28	0.27	0.27	-	"860,400.00"	"232,310.00"	"860,400.00"	"232,310.00"	2.52	"9,204,300.00"	-	-	-
656	EA08C1903A	0.38	0.39	0.37	0.38	-	"2,740,800.00"	"1,031,951.00"	"2,740,800.00"	"1,031,951.00"	3.43	"30,400,000.00"	-	-	-
657	CPF13C1902A	0.05	0.05	0.05	0.05	-	"50,000.00"	"2,500.00"	"50,000.00"	"2,500.00"	0.04	"6,000,000.00"	-	-	-
658	AAV08C1903A	0.09	0.09	0.08	0.09	-	"201,600.00"	"18,122.00"	"201,600.00"	"18,122.00"	0.25	"7,200,000.00"	-	-	-
659	OSP	24.1	24.3	24	24.1	-	"5,037,100.00"	"121,492,220.00"	"5,037,164.00"	"121,493,772.70"	0.17	"72,390,375,000.00"	29.79	-	N/A
660	TMB27C1903A	0.16	0.16	0.16	0.16	-	"1,000,000.00"	"160,000.00"	"1,000,000.00"	"160,000.00"	2	"8,000,000.00"	-	-	-
661	SCB27P1903A	0.2	0.2	0.18	0.2	-	"630,000.00"	"121,050.00"	"630,000.00"	"121,050.00"	1.26	"10,000,000.00"	-	-	-
662	PTTG27P1903A	0.16	0.16	0.16	0.16	-	"180,000.00"	"28,800.00"	"180,000.00"	"28,800.00"	0.36	"8,000,000.00"	-	-	-
663	PTTE27C1903A	0.04	0.04	0.04	0.04	-	"2,700.00"	108	"2,700.00"	108	0.01	"2,000,000.00"	-	-	-
664	PTT27C1903A	0.11	0.12	0.11	0.11	-	"500,100.00"	"56,211.00"	"500,100.00"	"56,211.00"	1	"5,500,000.00"	-	-	-
665	AOT27P1903A	0.25	0.25	0.25	0.25	-	"630,000.00"	"157,500.00"	"630,000.00"	"157,500.00"	1.26	"12,500,000.00"	-	-	-
666	SCB13C1902A	0.04	0.04	0.04	0.04	-	"5,000.00"	200	"5,000.00"	200	N/A	"4,800,000.00"	-	-	-
667	IVL42C1903A	0.1	0.11	0.1	0.1	-	"418,100.00"	"43,850.00"	"418,100.00"	"43,850.00"	0.7	"6,000,000.00"	-	-	-
668	GLOB11C1906A	0.17	0.17	0.17	0.17	-	"2,582,000.00"	"438,940.00"	"2,582,000.00"	"438,940.00"	8.78	"4,998,000.00"	-	-	-
669	PTG13C1901A	0.01	0.01	0.01	0.01	-	"60,000.00"	600	"60,000.00"	600	0.03	"2,200,000.00"	-	-	-
670	CENT06C1904A	0.07	0.07	0.07	0.07	-	"616,400.00"	"43,148.00"	"616,400.00"	"43,148.00"	1.03	"4,200,000.00"	-	-	-
671	CENT08C1902A	0.04	0.04	0.04	0.04	-	"694,800.00"	"27,792.00"	"694,800.00"	"27,792.00"	0.87	"3,200,000.00"	-	-	-
672	CBG13C1901A	0.01	0.01	0.01	0.01	-	"6,900.00"	69	"6,900.00"	69	0.01	"1,200,000.00"	-	-	-
673	AOT27C1902A	0.13	0.13	0.13	0.13	-	"120,000.00"	"15,600.00"	"120,000.00"	"15,600.00"	0.24	"6,500,000.00"	-	-	-
674	TPIP19C1902A	0.21	0.21	0.2	0.21	-	"517,400.00"	"108,254.00"	"517,400.00"	"108,254.00"	0.43	"25,200,000.00"	-	-	-
675	ERW19C1902A	0.09	0.09	0.09	0.09	-	"510,000.00"	"45,900.00"	"510,000.00"	"45,900.00"	0.43	"10,800,000.00"	-	-	-
676	BJC19C1902A	0.03	0.03	0.03	0.03	-	"88,000.00"	"2,640.00"	"88,000.00"	"2,640.00"	0.07	"3,600,000.00"	-	-	-
677	BEM24C1902A	0.28	0.28	0.28	0.28	-	"35,000.00"	"9,800.00"	"35,000.00"	"9,800.00"	0.07	"14,000,000.00"	-	-	-
678	SAWA24C1902A	0.48	0.48	0.48	0.48	-	"5,000.00"	"2,400.00"	"5,000.00"	"2,400.00"	0.01	"24,000,000.00"	-	-	-
679	KWM	0.84	0.86	0.83	0.84	-	"733,700.00"	"616,584.00"	"733,700.00"	"616,584.00"	0.17	"352,800,000.00"	15.76	-	N/A
680	TU19C1901A	0.05	0.05	0.05	0.05	-	"50,000.00"	"2,500.00"	"50,000.00"	"2,500.00"	0.04	"6,000,000.00"	-	-	-
681	GLOB19C1901A	0.09	0.09	0.08	0.09	-	"17,267,800.00"	"1,461,921.00"	"17,267,800.00"	"1,461,921.00"	14.39	"10,800,000.00"	-	-	-
682	PTTE24P1901A	0.04	0.04	0.03	0.04	-	"72,600.00"	"2,179.00"	"72,600.00"	"2,179.00"	0.15	"2,000,000.00"	-	-	-
683	TMB13C1901A	0.02	0.02	0.02	0.02	-	"20,000.00"	400	"20,000.00"	400	0.02	"2,400,000.00"	-	-	-
684	TASC23C1902A	0.07	0.07	0.07	0.07	-	"300,000.00"	"21,000.00"	"300,000.00"	"21,000.00"	0.6	"3,500,000.00"	-	-	-
685	PTTG01C1901A	0.35	0.36	0.34	0.35	-	"9,845,700.00"	"3,471,971.00"	"9,845,700.00"	"3,471,971.00"	15.97	"21,574,000.00"	-	-	-
686	PTTG06P1903A	0.29	0.3	0.28	0.29	-	"1,332,100.00"	"383,429.00"	"1,332,100.00"	"383,429.00"	2.22	"17,400,000.00"	-	-	-
687	PTTG06C1903A	0.24	0.25	0.23	0.24	-	"2,288,000.00"	"552,350.00"	"2,288,000.00"	"552,350.00"	3.81	"14,400,000.00"	-	-	-
688	DELT06C1903A	0.64	0.64	0.6	0.64	-	"1,060,000.00"	"650,600.00"	"1,060,000.00"	"650,600.00"	1.77	"38,400,000.00"	-	-	-
689	CBG06C1903A	0.03	0.03	0.03	0.03	-	"1,545,000.00"	"46,350.00"	"1,545,000.00"	"46,350.00"	2.58	"1,800,000.00"	-	-	-
690	TKN01C1901B	0.01	0.01	0.01	0.01	-	"598,400.00"	"5,984.00"	"598,400.00"	"5,984.00"	0.48	"1,249,900.00"	-	-	-
691	TKN01C1901A	0.01	0.01	0.01	0.01	-	"2,530,000.00"	"25,300.00"	"2,530,000.00"	"25,300.00"	1.97	"1,287,200.00"	-	-	-
692	PSL11C1905A	0.04	0.04	0.04	0.04	-	"50,000.00"	"2,000.00"	"50,000.00"	"2,000.00"	0.16	"1,260,000.00"	-	-	-
693	IRPC11C1905A	0.11	0.11	0.11	0.11	-	"1,339,000.00"	"147,290.00"	"1,339,000.00"	"147,290.00"	1.49	"9,900,000.00"	-	-	-
694	BCH11C1905A	0.09	0.09	0.07	0.09	-	"627,000.00"	"46,220.00"	"627,000.00"	"46,220.00"	1.74	"3,249,000.00"	-	-	-
695	AOT01P1902B	0.11	0.12	0.11	0.11	-	"6,396,500.00"	"707,260.00"	"6,396,500.00"	"707,260.00"	10.85	"6,482,300.00"	-	-	-
696	AOT01P1902A	0.59	0.6	0.58	0.59	-	"7,994,200.00"	"4,790,456.00"	"7,994,200.00"	"4,790,456.00"	14.04	"33,594,600.00"	-	-	-
697	AOT01C1902A	0.43	0.44	0.41	0.43	-	"32,827,200.00"	"13,839,073.00"	"32,827,200.00"	"13,839,073.00"	37.09	"38,059,300.00"	-	-	-
698	PTT19C1901A	0.06	0.06	0.06	0.06	-	"918,500.00"	"55,110.00"	"918,500.00"	"55,110.00"	0.77	"7,200,000.00"	-	-	-
699	BTS19C1901A	0.09	0.1	0.08	0.09	-	"1,197,600.00"	"107,208.00"	"1,197,600.00"	"107,208.00"	1	"10,800,000.00"	-	-	-
700	TOP13C1901A	0.01	0.01	0.01	0.01	-	100	1	100	1	N/A	"1,200,000.00"	-	-	-
701	TCAP13C1901A	0.2	0.2	0.2	0.2	-	"1,253,800.00"	"250,760.00"	"1,253,800.00"	"250,760.00"	1.04	"24,000,000.00"	-	-	-
702	TEAMG	1.86	1.89	1.84	1.86	-	"1,521,400.00"	"2,817,207.00"	"1,521,400.00"	"2,817,207.00"	0.22	"1,264,800,000.00"	10.63	1.42	N/A
703	UNIQ08C1906A	0.03	0.03	0.03	0.03	-	"1,004,400.00"	"30,132.00"	"1,004,400.00"	"30,132.00"	1.26	"2,400,000.00"	-	-	-
704	TTA08C1906A	0.03	0.03	0.03	0.03	-	"10,000.00"	300	"10,000.00"	300	0.01	"2,400,000.00"	-	-	-
705	IVL08C1901A	0.06	0.07	0.05	0.06	-	"990,400.00"	"49,572.00"	"990,400.00"	"49,572.00"	1.24	"4,800,000.00"	-	-	-
706	BIG08C1906A	0.01	0.01	0.01	0.01	-	"206,000.00"	"2,060.00"	"206,000.00"	"2,060.00"	0.26	"800,000.00"	-	-	-
707	ANAN08C1906A	0.02	0.03	0.02	0.02	-	"120,000.00"	"2,600.00"	"120,000.00"	"2,600.00"	0.15	"1,600,000.00"	-	-	-
708	BBL19C1901A	0.04	0.04	0.04	0.04	-	200	8	200	8	N/A	"4,800,000.00"	-	-	-
709	CPAL01C1901B	0.01	0.01	0.01	0.01	-	"3,519,300.00"	"35,193.00"	"3,519,300.00"	"35,193.00"	2.35	"1,500,000.00"	-	-	-
710	PTT06C1901A	0.06	0.06	0.06	0.06	-	"1,313,000.00"	"78,780.00"	"1,313,000.00"	"78,780.00"	2.19	"3,600,000.00"	-	-	-
711	SIRI01C1901B	0.01	0.01	0.01	0.01	-	"7,900.00"	79	"7,900.00"	79	0.01	"775,400.00"	-	-	-
712	SGP11C1904A	0.03	0.03	0.03	0.03	-	"500,000.00"	"15,000.00"	"500,000.00"	"15,000.00"	1.43	"1,047,000.00"	-	-	-
713	PTTE01C1901B	0.01	0.01	0.01	0.01	-	"3,441,000.00"	"34,410.00"	"3,441,000.00"	"34,410.00"	5.66	"608,300.00"	-	-	-
714	PTTE01C1901A	0.13	0.15	0.12	0.13	-	"10,950,300.00"	"1,516,623.00"	"10,950,300.00"	"1,516,623.00"	13.85	"10,277,800.00"	-	-	-
715	KCE11C1904A	0.04	0.04	0.04	0.04	-	100	4	100	4	N/A	"2,968,000.00"	-	-	-
716	KBAN01C1901B	0.01	0.01	0.01	0.01	-	"419,000.00"	"4,190.00"	"419,000.00"	"4,190.00"	0.99	"423,200.00"	-	-	-
717	CK11C1904A	0.07	0.07	0.07	0.07	-	"30,000.00"	"2,100.00"	"30,000.00"	"2,100.00"	0.03	"6,062,000.00"	-	-	-
718	BTS11C1904A	0.03	0.03	0.03	0.03	-	"9,500.00"	285	"9,500.00"	285	0.01	"2,700,000.00"	-	-	-
719	THAI23C1901A	0.01	0.01	0.01	0.01	-	300	3	300	3	N/A	"1,000,000.00"	-	-	-
720	BTS-W4	0.39	0.4	0.38	0.39	-	"21,663,500.00"	"8,397,286.00"	"21,666,775.00"	"8,398,525.73"	1.65	"513,078,964.71"	-	-	-
721	VGI-W2	0.37	0.38	0.37	0.37	-	"4,723,200.00"	"1,756,171.00"	"4,723,554.00"	"1,756,302.01"	0.28	"633,193,881.55"	-	-	-
722	NCL-W3	0.26	0.26	0.26	0.26	-	"32,900.00"	"8,554.00"	"32,914.00"	"8,557.50"	0.05	"16,868,134.66"	-	-	-
723	TISC11C1903A	0.03	0.03	0.03	0.03	-	"117,000.00"	"3,510.00"	"117,000.00"	"3,510.00"	0.3	"1,188,000.00"	-	-	-
