<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
NMG,20190110,0.00,0.00,0.00,0.00,0
PLANB,20190110,0.00,0.00,0.00,0.00,0
POST,20190110,0.00,0.00,0.00,0.00,0
PRAKIT,20190110,0.00,0.00,0.00,0.00,0
RS,20190110,0.00,0.00,0.00,0.00,0
SE-ED,20190110,0.00,0.00,0.00,0.00,0
SMM,20190110,0.00,0.00,0.00,0.00,0
SPORT,20190110,0.00,0.00,0.00,0.00,0
TBSP,20190110,0.00,0.00,0.00,0.00,0
TH,20190110,0.00,0.00,0.00,0.00,0
TKS,20190110,0.00,0.00,0.00,0.00,0
TRITN,20190110,0.00,0.00,0.00,0.00,0
VGI,20190110,0.00,0.00,0.00,0.00,0
WAVE,20190110,0.00,0.00,0.00,0.00,0
WORK,20190110,0.00,0.00,0.00,0.00,0
BWG,20190110,135.00,137.00,135.00,137.00,700
GENCO,20190110,0.61,0.63,0.59,0.60,5525300
PRO,20190110,12.60,13.10,12.60,12.90,3053900
TEAMG,20190110,2.56,2.58,2.56,2.58,11700
ASIA,20190110,135.00,137.00,135.00,137.00,700
CENTEL,20190110,0.61,0.63,0.59,0.60,5525300
CSR,20190110,12.60,13.10,12.60,12.90,3053900
DTC,20190110,2.56,2.58,2.56,2.58,11700
ERW,20190110,1.82,1.82,1.79,1.79,9698400
GRAND,20190110,2.72,2.72,2.60,2.68,169500
LRH,20190110,14.20,14.30,13.90,14.00,4603700
MANRIN,20190110,1.57,1.58,1.56,1.56,1
OHTL,20190110,8.00,8.00,7.90,7.95,56400
ROH,20190110,4.46,4.46,4.46,4.46,1300
SHANG,20190110,5.35,5.35,5.25,5.25,5
AAV,20190110,135.00,137.00,135.00,137.00,700
AOT,20190110,0.61,0.63,0.59,0.60,5525300
ASIMAR,20190110,12.60,13.10,12.60,12.90,3053900
B,20190110,2.56,2.58,2.56,2.58,11700
BA,20190110,1.82,1.82,1.79,1.79,9698400
BEM,20190110,2.72,2.72,2.60,2.68,169500
BTS,20190110,14.20,14.30,13.90,14.00,4603700
BTSGIF,20190110,1.57,1.58,1.56,1.56,1
III,20190110,8.00,8.00,7.90,7.95,56400
JUTHA,20190110,4.46,4.46,4.46,4.46,1300
JWD,20190110,5.35,5.35,5.25,5.25,5
KWC,20190110,0.42,0.42,0.41,0.41,30500
NOK,20190110,0.00,0.00,0.00,0.00,0
NYT,20190110,0.00,0.00,0.00,0.00,0
PRM,20190110,0.00,0.00,0.00,0.00,0
PSL,20190110,0.00,0.00,0.00,0.00,0
RCL,20190110,0.00,0.00,0.00,0.00,0
TFFIF,20190110,0.00,0.00,0.00,0.00,0
THAI,20190110,0.00,0.00,0.00,0.00,0
TSTE,20190110,0.00,0.00,0.00,0.00,0
TTA,20190110,0.00,0.00,0.00,0.00,0
WICE,20190110,0.00,0.00,0.00,0.00,0
CCET,20190110,135.00,137.00,135.00,137.00,700
DELTA,20190110,0.61,0.63,0.59,0.60,5525300
EIC,20190110,12.60,13.10,12.60,12.90,3053900
HANA,20190110,2.56,2.58,2.56,2.58,11700
KCE,20190110,1.82,1.82,1.79,1.79,9698400
METCO,20190110,2.72,2.72,2.60,2.68,169500
SMT,20190110,14.20,14.30,13.90,14.00,4603700
SPPT,20190110,1.57,1.58,1.56,1.56,1
SVI,20190110,8.00,8.00,7.90,7.95,56400
TEAM,20190110,4.46,4.46,4.46,4.46,1300
7UP,20190110,135.00,137.00,135.00,137.00,700
ADVANC,20190110,0.61,0.63,0.59,0.60,5525300
AIT,20190110,12.60,13.10,12.60,12.90,3053900
ALT,20190110,2.56,2.58,2.56,2.58,11700
BLISS,20190110,1.82,1.82,1.79,1.79,9698400
DIF,20190110,2.72,2.72,2.60,2.68,169500
DTAC,20190110,14.20,14.30,13.90,14.00,4603700
FORTH,20190110,1.57,1.58,1.56,1.56,1
HUMAN,20190110,8.00,8.00,7.90,7.95,56400
ILINK,20190110,4.46,4.46,4.46,4.46,1300
INET,20190110,5.35,5.35,5.25,5.25,5
INTUCH,20190110,0.42,0.42,0.41,0.41,30500
JAS,20190110,0.00,0.00,0.00,0.00,0
JASIF,20190110,0.00,0.00,0.00,0.00,0
JMART,20190110,0.00,0.00,0.00,0.00,0
JTS,20190110,0.00,0.00,0.00,0.00,0
MFEC,20190110,0.00,0.00,0.00,0.00,0
MSC,20190110,0.00,0.00,0.00,0.00,0
PT,20190110,0.00,0.00,0.00,0.00,0
SAMART,20190110,0.00,0.00,0.00,0.00,0
SAMTEL,20190110,0.00,0.00,0.00,0.00,0
SDC,20190110,0.00,0.00,0.00,0.00,0
SIS,20190110,0.00,0.00,0.00,0.00,0
SVOA,20190110,0.00,0.00,0.00,0.00,0
SYMC,20190110,0.00,0.00,0.00,0.00,0
SYNEX,20190110,0.00,0.00,0.00,0.00,0
THCOM,20190110,0.00,0.00,0.00,0.00,0
TRUE,20190110,0.00,0.00,0.00,0.00,0
TWZ,20190110,0.00,0.00,0.00,0.00,0
ADVANC-F,20190110,135.00,137.00,135.00,137.00,700
AOT-F,20190110,0.61,0.63,0.59,0.60,5525300
BBL-F,20190110,12.60,13.10,12.60,12.90,3053900
CPALL-F,20190110,2.56,2.58,2.56,2.58,11700
CPF-F,20190110,1.82,1.82,1.79,1.79,9698400
JASIF-F,20190110,2.72,2.72,2.60,2.68,169500
KBANK-F,20190110,14.20,14.30,13.90,14.00,4603700
LH-F,20190110,1.57,1.58,1.56,1.56,1
PTT-F,20190110,8.00,8.00,7.90,7.95,56400
PTTEP-F,20190110,4.46,4.46,4.46,4.46,1300
SCB-F,20190110,5.35,5.35,5.25,5.25,5
TRUE-F,20190110,0.42,0.42,0.41,0.41,30500
BH-P,20190110,135.00,137.00,135.00,137.00,700
CSC-P,20190110,0.61,0.63,0.59,0.60,5525300
JUTHA-P,20190110,12.60,13.10,12.60,12.90,3053900
KTB-P,20190110,2.56,2.58,2.56,2.58,11700
SCB-P,20190110,1.82,1.82,1.79,1.79,9698400
TCAP-P,20190110,2.72,2.72,2.60,2.68,169500
TIC-P,20190110,14.20,14.30,13.90,14.00,4603700
TISCO-P,20190110,1.57,1.58,1.56,1.56,1
U-P,20190110,8.00,8.00,7.90,7.95,56400
7UP-W2,20190110,135.00,137.00,135.00,137.00,700
ACC-W1,20190110,0.61,0.63,0.59,0.60,5525300
AJA-W1,20190110,12.60,13.10,12.60,12.90,3053900
ALT-W1,20190110,2.56,2.58,2.56,2.58,11700
APEX-W1,20190110,1.82,1.82,1.79,1.79,9698400
APURE-W2,20190110,2.72,2.72,2.60,2.68,169500
AS-W1,20190110,14.20,14.30,13.90,14.00,4603700
AYUD-W1,20190110,1.57,1.58,1.56,1.56,1
B-W3,20190110,8.00,8.00,7.90,7.95,56400
B-W4,20190110,4.46,4.46,4.46,4.46,1300
BTS-W4,20190110,5.35,5.35,5.25,5.25,5
BWG-W4,20190110,0.42,0.42,0.41,0.41,30500
CGD-W4,20190110,0.00,0.00,0.00,0.00,0
CGH-W3,20190110,0.00,0.00,0.00,0.00,0
CI-W1,20190110,0.00,0.00,0.00,0.00,0
CKP-W1,20190110,0.00,0.00,0.00,0.00,0
CRANE-W1,20190110,0.00,0.00,0.00,0.00,0
CWT-W4,20190110,0.00,0.00,0.00,0.00,0
DCC-W1,20190110,0.00,0.00,0.00,0.00,0
DCON-W1,20190110,0.00,0.00,0.00,0.00,0
DIGI-W1,20190110,0.00,0.00,0.00,0.00,0
DIGI-W2,20190110,0.00,0.00,0.00,0.00,0
EARTH-W4,20190110,0.00,0.00,0.00,0.00,0
EIC-W2,20190110,0.00,0.00,0.00,0.00,0
EIC-W3,20190110,0.00,0.00,0.00,0.00,0
EMC-W6,20190110,0.00,0.00,0.00,0.00,0
EVER-W3,20190110,0.00,0.00,0.00,0.00,0
GJS-W3,20190110,0.00,0.00,0.00,0.00,0
GSTEL-W1,20190110,0.00,0.00,0.00,0.00,0
GSTEL-W2,20190110,0.00,0.00,0.00,0.00,0
IEC-W2,20190110,0.00,0.00,0.00,0.00,0
IHL-W1,20190110,0.00,0.00,0.00,0.00,0
ITD-W1,20190110,0.00,0.00,0.00,0.00,0
JAS-W3,20190110,0.00,0.00,0.00,0.00,0
JCK-W5,20190110,0.00,0.00,0.00,0.00,0
JMART-W2,20190110,0.00,0.00,0.00,0.00,0
JMT-W2,20190110,0.00,0.00,0.00,0.00,0
MACO-W2,20190110,0.00,0.00,0.00,0.00,0
MIDA-W2,20190110,0.00,0.00,0.00,0.00,0
MILL-W3,20190110,0.00,0.00,0.00,0.00,0
MILL-W4,20190110,0.00,0.00,0.00,0.00,0
MILL-W5,20190110,0.00,0.00,0.00,0.00,0
ML-W2,20190110,0.00,0.00,0.00,0.00,0
MONO-W1,20190110,0.00,0.00,0.00,0.00,0
NEP-W3,20190110,0.00,0.00,0.00,0.00,0
NFC-W1,20190110,0.00,0.00,0.00,0.00,0
NOK-W1,20190110,0.00,0.00,0.00,0.00,0
NUSA-W3,20190110,0.00,0.00,0.00,0.00,0
NVD-W1,20190110,0.00,0.00,0.00,0.00,0
ORI-W1,20190110,0.00,0.00,0.00,0.00,0
PACE-W2,20190110,0.00,0.00,0.00,0.00,0
PDI-W1,20190110,0.00,0.00,0.00,0.00,0
PDJ-W2,20190110,0.00,0.00,0.00,0.00,0
PDJ-W3,20190110,0.00,0.00,0.00,0.00,0
PDJ-W4,20190110,0.00,0.00,0.00,0.00,0
RICHY-W1,20190110,0.00,0.00,0.00,0.00,0
RICHY-W2,20190110,0.00,0.00,0.00,0.00,0
RS-W3,20190110,0.00,0.00,0.00,0.00,0
S-W1,20190110,0.00,0.00,0.00,0.00,0
SAMART-W2,20190110,0.00,0.00,0.00,0.00,0
SAWAD-W1,20190110,0.00,0.00,0.00,0.00,0
SDC-W1,20190110,0.00,0.00,0.00,0.00,0
SMT-W1,20190110,0.00,0.00,0.00,0.00,0
SMT-W2,20190110,0.00,0.00,0.00,0.00,0
SPORT-W5,20190110,0.00,0.00,0.00,0.00,0
SPORT-W7,20190110,0.00,0.00,0.00,0.00,0
SST-W2,20190110,0.00,0.00,0.00,0.00,0
SUPER-W4,20190110,0.00,0.00,0.00,0.00,0
SUSCO-W1,20190110,0.00,0.00,0.00,0.00,0
SVI-W3,20190110,0.00,0.00,0.00,0.00,0
TCC-W3,20190110,0.00,0.00,0.00,0.00,0
TCC-W4,20190110,0.00,0.00,0.00,0.00,0
TCC-W5,20190110,0.00,0.00,0.00,0.00,0
TCJ-W2,20190110,0.00,0.00,0.00,0.00,0
TCMC-W2,20190110,0.00,0.00,0.00,0.00,0
TFG-W1,20190110,0.00,0.00,0.00,0.00,0
TFG-W2,20190110,0.00,0.00,0.00,0.00,0
TGPRO-W3,20190110,0.00,0.00,0.00,0.00,0
TH-W2,20190110,0.00,0.00,0.00,0.00,0
THE-W2,20190110,0.00,0.00,0.00,0.00,0
TNITY-W1,20190110,0.00,0.00,0.00,0.00,0
TNPC-W1,20190110,0.00,0.00,0.00,0.00,0
TRITN-W3,20190110,0.00,0.00,0.00,0.00,0
TTA-W5,20190110,0.00,0.00,0.00,0.00,0
TTCL-W1,20190110,0.00,0.00,0.00,0.00,0
U-W1,20190110,0.00,0.00,0.00,0.00,0
U-W4,20190110,0.00,0.00,0.00,0.00,0
VGI-W2,20190110,0.00,0.00,0.00,0.00,0
VIBHA-W2,20190110,0.00,0.00,0.00,0.00,0
VIBHA-W3,20190110,0.00,0.00,0.00,0.00,0
WAVE-W1,20190110,0.00,0.00,0.00,0.00,0
WHA-W1,20190110,0.00,0.00,0.00,0.00,0
WORK-W1,20190110,0.00,0.00,0.00,0.00,0
AAV01C1902A,20190110,135.00,137.00,135.00,137.00,700
AAV01C1902B,20190110,0.61,0.63,0.59,0.60,5525300
AAV01P1902A,20190110,12.60,13.10,12.60,12.90,3053900
AAV06C1904A,20190110,2.56,2.58,2.56,2.58,11700
AAV08C1903A,20190110,1.82,1.82,1.79,1.79,9698400
AAV11C1904A,20190110,2.72,2.72,2.60,2.68,169500
AAV11C1910A,20190110,14.20,14.30,13.90,14.00,4603700
AAV13C1901A,20190110,1.57,1.58,1.56,1.56,1
AAV13C1906A,20190110,8.00,8.00,7.90,7.95,56400
AAV19C1902A,20190110,4.46,4.46,4.46,4.46,1300
AAV19C1906A,20190110,5.35,5.35,5.25,5.25,5
AAV24C1903A,20190110,0.42,0.42,0.41,0.41,30500
AAV24C1904A,20190110,0.00,0.00,0.00,0.00,0
AAV28C1902A,20190110,0.00,0.00,0.00,0.00,0
ADVA01C1902A,20190110,0.00,0.00,0.00,0.00,0
ADVA01C1902B,20190110,0.00,0.00,0.00,0.00,0
ADVA01C1905A,20190110,0.00,0.00,0.00,0.00,0
ADVA01C1905B,20190110,0.00,0.00,0.00,0.00,0
ADVA01P1902A,20190110,0.00,0.00,0.00,0.00,0
ADVA01P1902B,20190110,0.00,0.00,0.00,0.00,0
ADVA01P1905A,20190110,0.00,0.00,0.00,0.00,0
ADVA01P1905B,20190110,0.00,0.00,0.00,0.00,0
ADVA06C1903A,20190110,0.00,0.00,0.00,0.00,0
ADVA07C1908A,20190110,0.00,0.00,0.00,0.00,0
ADVA08C1903A,20190110,0.00,0.00,0.00,0.00,0
ADVA11C1905A,20190110,0.00,0.00,0.00,0.00,0
ADVA11C1910A,20190110,0.00,0.00,0.00,0.00,0
ADVA11P1905A,20190110,0.00,0.00,0.00,0.00,0
ADVA11P1910A,20190110,0.00,0.00,0.00,0.00,0
ADVA13C1901A,20190110,0.00,0.00,0.00,0.00,0
ADVA13C1904A,20190110,0.00,0.00,0.00,0.00,0
ADVA13C1905A,20190110,0.00,0.00,0.00,0.00,0
ADVA13P1904A,20190110,0.00,0.00,0.00,0.00,0
ADVA16C1912A,20190110,0.00,0.00,0.00,0.00,0
ADVA19C1901A,20190110,0.00,0.00,0.00,0.00,0
ADVA19C1905A,20190110,0.00,0.00,0.00,0.00,0
ADVA19P1904A,20190110,0.00,0.00,0.00,0.00,0
ADVA23C1902A,20190110,0.00,0.00,0.00,0.00,0
ADVA24C1904A,20190110,0.00,0.00,0.00,0.00,0
ADVA24C1905A,20190110,0.00,0.00,0.00,0.00,0
ADVA24C1906A,20190110,0.00,0.00,0.00,0.00,0
ADVA24C1907A,20190110,0.00,0.00,0.00,0.00,0
ADVA24P1908A,20190110,0.00,0.00,0.00,0.00,0
ADVA27C1902A,20190110,0.00,0.00,0.00,0.00,0
ADVA28C1904A,20190110,0.00,0.00,0.00,0.00,0
ADVA28C1904B,20190110,0.00,0.00,0.00,0.00,0
ADVA28C1905A,20190110,0.00,0.00,0.00,0.00,0
ADVA41C1905A,20190110,0.00,0.00,0.00,0.00,0
ADVA42C1903A,20190110,0.00,0.00,0.00,0.00,0
AEON01C1906A,20190110,0.00,0.00,0.00,0.00,0
AEON01C1906B,20190110,0.00,0.00,0.00,0.00,0
AEON19C1906A,20190110,0.00,0.00,0.00,0.00,0
AMAT01C1903A,20190110,0.00,0.00,0.00,0.00,0
AMAT01C1903B,20190110,0.00,0.00,0.00,0.00,0
AMAT01P1903A,20190110,0.00,0.00,0.00,0.00,0
AMAT06C1903A,20190110,0.00,0.00,0.00,0.00,0
AMAT08C1903A,20190110,0.00,0.00,0.00,0.00,0
AMAT11C1903A,20190110,0.00,0.00,0.00,0.00,0
AMAT13C1902A,20190110,0.00,0.00,0.00,0.00,0
AMAT13C1905A,20190110,0.00,0.00,0.00,0.00,0
AMAT19C1902A,20190110,0.00,0.00,0.00,0.00,0
AMAT23C1906A,20190110,0.00,0.00,0.00,0.00,0
AMAT24C1904A,20190110,0.00,0.00,0.00,0.00,0
AMAT27C1902A,20190110,0.00,0.00,0.00,0.00,0
AMAT28C1902A,20190110,0.00,0.00,0.00,0.00,0
AMAT28C1903A,20190110,0.00,0.00,0.00,0.00,0
AMAT28C1906A,20190110,0.00,0.00,0.00,0.00,0
ANAN08C1906A,20190110,0.00,0.00,0.00,0.00,0
ANAN13C1901A,20190110,0.00,0.00,0.00,0.00,0
ANAN19C1906A,20190110,0.00,0.00,0.00,0.00,0
ANAN23C1901A,20190110,0.00,0.00,0.00,0.00,0
AOT01C1902A,20190110,0.00,0.00,0.00,0.00,0
AOT01C1902B,20190110,0.00,0.00,0.00,0.00,0
AOT01C1904A,20190110,0.00,0.00,0.00,0.00,0
AOT01C1904B,20190110,0.00,0.00,0.00,0.00,0
AOT01P1902A,20190110,0.00,0.00,0.00,0.00,0
AOT01P1902B,20190110,0.00,0.00,0.00,0.00,0
AOT01P1904A,20190110,0.00,0.00,0.00,0.00,0
AOT01P1904B,20190110,0.00,0.00,0.00,0.00,0
AOT06C1903A,20190110,0.00,0.00,0.00,0.00,0
AOT06P1903A,20190110,0.00,0.00,0.00,0.00,0
AOT07C1902A,20190110,0.00,0.00,0.00,0.00,0
AOT08C1901A,20190110,0.00,0.00,0.00,0.00,0
AOT08C1904A,20190110,0.00,0.00,0.00,0.00,0
AOT08P1903A,20190110,0.00,0.00,0.00,0.00,0
AOT11C1906A,20190110,0.00,0.00,0.00,0.00,0
AOT11P1906A,20190110,0.00,0.00,0.00,0.00,0
AOT13C1902A,20190110,0.00,0.00,0.00,0.00,0
AOT13C1904A,20190110,0.00,0.00,0.00,0.00,0
AOT13P1902A,20190110,0.00,0.00,0.00,0.00,0
AOT13P1905A,20190110,0.00,0.00,0.00,0.00,0
AOT16C1912A,20190110,0.00,0.00,0.00,0.00,0
AOT19C1901A,20190110,0.00,0.00,0.00,0.00,0
AOT19C1906A,20190110,0.00,0.00,0.00,0.00,0
AOT19P1903A,20190110,0.00,0.00,0.00,0.00,0
AOT23C1906A,20190110,0.00,0.00,0.00,0.00,0
AOT24C1901A,20190110,0.00,0.00,0.00,0.00,0
AOT24C1904A,20190110,0.00,0.00,0.00,0.00,0
AOT24P1903A,20190110,0.00,0.00,0.00,0.00,0
AOT27C1902A,20190110,0.00,0.00,0.00,0.00,0
AOT27P1903A,20190110,0.00,0.00,0.00,0.00,0
AOT28C1902A,20190110,0.00,0.00,0.00,0.00,0
AOT28C1905A,20190110,0.00,0.00,0.00,0.00,0
AOT41P1905A,20190110,0.00,0.00,0.00,0.00,0
AOT42C1903A,20190110,0.00,0.00,0.00,0.00,0
AP01C1903A,20190110,0.00,0.00,0.00,0.00,0
AP01C1903B,20190110,0.00,0.00,0.00,0.00,0
AP13C1903A,20190110,0.00,0.00,0.00,0.00,0
AP13C1904A,20190110,0.00,0.00,0.00,0.00,0
AP19C1902A,20190110,0.00,0.00,0.00,0.00,0
AP19C1906A,20190110,0.00,0.00,0.00,0.00,0
AP23C1901A,20190110,0.00,0.00,0.00,0.00,0
AP24C1901A,20190110,0.00,0.00,0.00,0.00,0
AP24C1906A,20190110,0.00,0.00,0.00,0.00,0
AP24C1907A,20190110,0.00,0.00,0.00,0.00,0
AP42C1901A,20190110,0.00,0.00,0.00,0.00,0
AP42P1901A,20190110,0.00,0.00,0.00,0.00,0
BA11C1902A,20190110,0.00,0.00,0.00,0.00,0
BA24C1901A,20190110,0.00,0.00,0.00,0.00,0
BANP01C1903A,20190110,0.00,0.00,0.00,0.00,0
BANP01C1903B,20190110,0.00,0.00,0.00,0.00,0
BANP01C1905A,20190110,0.00,0.00,0.00,0.00,0
BANP01C1905B,20190110,0.00,0.00,0.00,0.00,0
BANP01P1903A,20190110,0.00,0.00,0.00,0.00,0
BANP01P1903B,20190110,0.00,0.00,0.00,0.00,0
BANP01P1905A,20190110,0.00,0.00,0.00,0.00,0
BANP06C1903A,20190110,0.00,0.00,0.00,0.00,0
BANP07C1904A,20190110,0.00,0.00,0.00,0.00,0
BANP08C1904A,20190110,0.00,0.00,0.00,0.00,0
BANP08P1901A,20190110,0.00,0.00,0.00,0.00,0
BANP11C1902A,20190110,0.00,0.00,0.00,0.00,0
BANP11C1909A,20190110,0.00,0.00,0.00,0.00,0
BANP13C1902A,20190110,0.00,0.00,0.00,0.00,0
BANP13C1904A,20190110,0.00,0.00,0.00,0.00,0
BANP13C1906A,20190110,0.00,0.00,0.00,0.00,0
BANP16C1912A,20190110,0.00,0.00,0.00,0.00,0
BANP19C1902A,20190110,0.00,0.00,0.00,0.00,0
BANP19C1906A,20190110,0.00,0.00,0.00,0.00,0
BANP23C1901A,20190110,0.00,0.00,0.00,0.00,0
BANP23C1906A,20190110,0.00,0.00,0.00,0.00,0
BANP24C1904A,20190110,0.00,0.00,0.00,0.00,0
BANP24C1907A,20190110,0.00,0.00,0.00,0.00,0
BANP24P1901A,20190110,0.00,0.00,0.00,0.00,0
BANP24P1906A,20190110,0.00,0.00,0.00,0.00,0
BANP27C1904A,20190110,0.00,0.00,0.00,0.00,0
BANP27P1905A,20190110,0.00,0.00,0.00,0.00,0
BANP28C1902A,20190110,0.00,0.00,0.00,0.00,0
BANP28C1903A,20190110,0.00,0.00,0.00,0.00,0
BANP28C1905A,20190110,0.00,0.00,0.00,0.00,0
BANP42C1903A,20190110,0.00,0.00,0.00,0.00,0
BANP42P1903A,20190110,0.00,0.00,0.00,0.00,0
BBL06C1902A,20190110,0.00,0.00,0.00,0.00,0
BBL08C1902A,20190110,0.00,0.00,0.00,0.00,0
BBL08P1904A,20190110,0.00,0.00,0.00,0.00,0
BBL11C1903A,20190110,0.00,0.00,0.00,0.00,0
BBL11P1903A,20190110,0.00,0.00,0.00,0.00,0
BBL13C1901A,20190110,0.00,0.00,0.00,0.00,0
BBL13C1905A,20190110,0.00,0.00,0.00,0.00,0
BBL19C1901A,20190110,0.00,0.00,0.00,0.00,0
BBL19C1906A,20190110,0.00,0.00,0.00,0.00,0
BBL19P1904A,20190110,0.00,0.00,0.00,0.00,0
BBL23C1906A,20190110,0.00,0.00,0.00,0.00,0
BBL24C1902A,20190110,0.00,0.00,0.00,0.00,0
BBL24C1907A,20190110,0.00,0.00,0.00,0.00,0
BBL24P1904A,20190110,0.00,0.00,0.00,0.00,0
BBL27C1904A,20190110,0.00,0.00,0.00,0.00,0
BBL27P1904A,20190110,0.00,0.00,0.00,0.00,0
BBL28C1904A,20190110,0.00,0.00,0.00,0.00,0
BBL42C1903A,20190110,0.00,0.00,0.00,0.00,0
BCH01C1902A,20190110,0.00,0.00,0.00,0.00,0
BCH01C1902B,20190110,0.00,0.00,0.00,0.00,0
BCH01P1902A,20190110,0.00,0.00,0.00,0.00,0
BCH06C1903A,20190110,0.00,0.00,0.00,0.00,0
BCH08C1901A,20190110,0.00,0.00,0.00,0.00,0
BCH11C1905A,20190110,0.00,0.00,0.00,0.00,0
BCH13C1902A,20190110,0.00,0.00,0.00,0.00,0
BCH13C1905A,20190110,0.00,0.00,0.00,0.00,0
BCH19C1903A,20190110,0.00,0.00,0.00,0.00,0
BCH24C1904A,20190110,0.00,0.00,0.00,0.00,0
BCH27C1902A,20190110,0.00,0.00,0.00,0.00,0
BCH28C1902A,20190110,0.00,0.00,0.00,0.00,0
BCH28C1904A,20190110,0.00,0.00,0.00,0.00,0
BCH28C1905A,20190110,0.00,0.00,0.00,0.00,0
BCP01C1903A,20190110,0.00,0.00,0.00,0.00,0
BCP01C1903B,20190110,0.00,0.00,0.00,0.00,0
BCP01P1903A,20190110,0.00,0.00,0.00,0.00,0
BCP08C1901A,20190110,0.00,0.00,0.00,0.00,0
BCP11C1909A,20190110,0.00,0.00,0.00,0.00,0
BCP13C1902A,20190110,0.00,0.00,0.00,0.00,0
BCP13C1906A,20190110,0.00,0.00,0.00,0.00,0
BCP19C1902A,20190110,0.00,0.00,0.00,0.00,0
BCP19C1906A,20190110,0.00,0.00,0.00,0.00,0
BCP24C1904A,20190110,0.00,0.00,0.00,0.00,0
BCP24C1907A,20190110,0.00,0.00,0.00,0.00,0
BCP28C1904A,20190110,0.00,0.00,0.00,0.00,0
BCPG01C1904A,20190110,0.00,0.00,0.00,0.00,0
BCPG01C1904B,20190110,0.00,0.00,0.00,0.00,0
BCPG06C1903A,20190110,0.00,0.00,0.00,0.00,0
BCPG08C1904A,20190110,0.00,0.00,0.00,0.00,0
BCPG08C1904B,20190110,0.00,0.00,0.00,0.00,0
BCPG11C1902A,20190110,0.00,0.00,0.00,0.00,0
BCPG11C1910A,20190110,0.00,0.00,0.00,0.00,0
BCPG13C1902A,20190110,0.00,0.00,0.00,0.00,0
BCPG13C1904A,20190110,0.00,0.00,0.00,0.00,0
BCPG13C1905A,20190110,0.00,0.00,0.00,0.00,0
BCPG19C1901A,20190110,0.00,0.00,0.00,0.00,0
BCPG19C1906A,20190110,0.00,0.00,0.00,0.00,0
BCPG23C1902A,20190110,0.00,0.00,0.00,0.00,0
BCPG24C1903A,20190110,0.00,0.00,0.00,0.00,0
BCPG24C1906A,20190110,0.00,0.00,0.00,0.00,0
BCPG27C1903A,20190110,0.00,0.00,0.00,0.00,0
BCPG28C1904A,20190110,0.00,0.00,0.00,0.00,0
BCPG28C1906A,20190110,0.00,0.00,0.00,0.00,0
BDMS01C1905A,20190110,0.00,0.00,0.00,0.00,0
BDMS01C1905B,20190110,0.00,0.00,0.00,0.00,0
BDMS01P1905A,20190110,0.00,0.00,0.00,0.00,0
BDMS06C1903A,20190110,0.00,0.00,0.00,0.00,0
BDMS07C1904A,20190110,0.00,0.00,0.00,0.00,0
BDMS08C1901A,20190110,0.00,0.00,0.00,0.00,0
BDMS08C1905A,20190110,0.00,0.00,0.00,0.00,0
BDMS11C1904A,20190110,0.00,0.00,0.00,0.00,0
BDMS13C1903A,20190110,0.00,0.00,0.00,0.00,0
BDMS16C1912A,20190110,0.00,0.00,0.00,0.00,0
BDMS19C1901A,20190110,0.00,0.00,0.00,0.00,0
BDMS19C1905A,20190110,0.00,0.00,0.00,0.00,0
BDMS23C1906A,20190110,0.00,0.00,0.00,0.00,0
BDMS24C1905A,20190110,0.00,0.00,0.00,0.00,0
BDMS24C1909A,20190110,0.00,0.00,0.00,0.00,0
BDMS27C1903A,20190110,0.00,0.00,0.00,0.00,0
BDMS28C1902A,20190110,0.00,0.00,0.00,0.00,0
BDMS28C1904A,20190110,0.00,0.00,0.00,0.00,0
BDMS42C1904A,20190110,0.00,0.00,0.00,0.00,0
BDMS42P1904A,20190110,0.00,0.00,0.00,0.00,0
BEAU01C1901A,20190110,0.00,0.00,0.00,0.00,0
BEAU01C1901B,20190110,0.00,0.00,0.00,0.00,0
BEAU01C1902A,20190110,0.00,0.00,0.00,0.00,0
BEAU01C1902B,20190110,0.00,0.00,0.00,0.00,0
BEAU01C1906A,20190110,0.00,0.00,0.00,0.00,0
BEAU01C1906B,20190110,0.00,0.00,0.00,0.00,0
BEAU01P1902A,20190110,0.00,0.00,0.00,0.00,0
BEAU06C1904A,20190110,0.00,0.00,0.00,0.00,0
BEAU08C1901A,20190110,0.00,0.00,0.00,0.00,0
BEAU08C1902A,20190110,0.00,0.00,0.00,0.00,0
BEAU11C1902A,20190110,0.00,0.00,0.00,0.00,0
BEAU13C1901A,20190110,0.00,0.00,0.00,0.00,0
BEAU13C1904A,20190110,0.00,0.00,0.00,0.00,0
BEAU13C1904B,20190110,0.00,0.00,0.00,0.00,0
BEAU13C1906A,20190110,0.00,0.00,0.00,0.00,0
BEAU19C1901A,20190110,0.00,0.00,0.00,0.00,0
BEAU19C1902A,20190110,0.00,0.00,0.00,0.00,0
BEAU19C1906A,20190110,0.00,0.00,0.00,0.00,0
BEAU23C1901A,20190110,0.00,0.00,0.00,0.00,0
BEAU23C1906A,20190110,0.00,0.00,0.00,0.00,0
BEAU24C1901A,20190110,0.00,0.00,0.00,0.00,0
BEAU24C1902A,20190110,0.00,0.00,0.00,0.00,0
BEAU24C1903A,20190110,0.00,0.00,0.00,0.00,0
BEAU24C1904A,20190110,0.00,0.00,0.00,0.00,0
BEAU24C1907A,20190110,0.00,0.00,0.00,0.00,0
